time_days	observed_range_m	baseline_range_m	fitted_range_m	fit_residual_m
2.300000000000000000e+02	3.775737946290711761e+08	3.775738199310195446e+08	3.775737946268692017e+08	2.201974391937255859e-03
2.310000000000000000e+02	3.759364707530648112e+08	3.759364966139663458e+08	3.759364707535402775e+08	-4.754662513732910156e-04
2.320000000000000000e+02	3.747451003231365085e+08	3.747451247122667432e+08	3.747451003297118545e+08	-6.575345993041992188e-03
2.330000000000000000e+02	3.741950781713901162e+08	3.741950993613132238e+08	3.741950781743012667e+08	-2.911150455474853516e-03
2.340000000000000000e+02	3.743963811784294844e+08	3.743963980531813502e+08	3.743963811847683191e+08	-6.338834762573242188e-03
2.350000000000000000e+02	3.753498249555227757e+08	3.753498371364073753e+08	3.753498249552752972e+08	2.474784851074218750e-04
2.360000000000000000e+02	3.769449169334998131e+08	3.769449248081939220e+08	3.769449169275970459e+08	5.902767181396484375e-03
2.370000000000000000e+02	3.789798427596893311e+08	3.789798473328866959e+08	3.789798427636346221e+08	-3.945291042327880859e-03
2.380000000000000000e+02	3.811979664727190733e+08	3.811979690564448833e+08	3.811979664674001932e+08	5.318880081176757812e-03
2.390000000000000000e+02	3.833315944192155600e+08	3.833315963997626901e+08	3.833315944180403352e+08	1.175224781036376953e-03
2.400000000000000000e+02	3.851436567371690869e+08	3.851436592474650741e+08	3.851436567333072424e+08	3.861844539642333984e-03
2.410000000000000000e+02	3.864604117746328115e+08	3.864604155214598775e+08	3.864604117708232403e+08	3.809571266174316406e-03
2.420000000000000000e+02	3.871914706789868474e+08	3.871914758245440125e+08	3.871914706738350391e+08	5.151808261871337891e-03
2.430000000000000000e+02	3.873360322185692191e+08	3.873360383984455466e+08	3.873360322233983874e+08	-4.829168319702148438e-03
2.440000000000000000e+02	3.869758463046740890e+08	3.869758526999816298e+08	3.869758463134576678e+08	-8.783578872680664062e-03
2.450000000000000000e+02	3.862564404535708427e+08	3.862564459845334291e+08	3.862564404489588141e+08	4.612028598785400391e-03
2.460000000000000000e+02	3.853591169343910813e+08	3.853591205638541579e+08	3.853591169459218979e+08	-1.153081655502319336e-02
2.470000000000000000e+02	3.844675067303201556e+08	3.844675076345448494e+08	3.844675067428142428e+08	-1.249408721923828125e-02
2.480000000000000000e+02	3.837339104364030957e+08	3.837339082901836038e+08	3.837339104463037848e+08	-9.900689125061035156e-03
2.490000000000000000e+02	3.832516220194545984e+08	3.832516171259199977e+08	3.832516220208015442e+08	-1.346945762634277344e-03
2.500000000000000000e+02	3.830390727910622954e+08	3.830390661194813251e+08	3.830390727918571830e+08	-7.948875427246093750e-04
2.510000000000000000e+02	3.830394969856234789e+08	3.830394900346366763e+08	3.830394969824568629e+08	3.166615962982177734e-03
2.520000000000000000e+02	3.831363185624096394e+08	3.831363131660470963e+08	3.831363185698004365e+08	-7.390797138214111328e-03
2.530000000000000000e+02	3.831807966200630069e+08	3.831807946085991263e+08	3.831807966215683818e+08	-1.505374908447265625e-03
2.540000000000000000e+02	3.830259428315085173e+08	3.830259457859840393e+08	3.830259428369573355e+08	-5.448818206787109375e-03
2.550000000000000000e+02	3.825599699544755220e+08	3.825599788880370259e+08	3.825599699464300275e+08	8.045494556427001953e-03
2.560000000000000000e+02	3.817332785064200163e+08	3.817332937354595065e+08	3.817332785006350875e+08	5.784928798675537109e-03
2.570000000000000000e+02	3.805744949528562427e+08	3.805745159586196542e+08	3.805744949476235509e+08	5.232691764831542969e-03
2.580000000000000000e+02	3.791927174872593284e+08	3.791927429707049131e+08	3.791927174887720346e+08	-1.512706279754638672e-03
2.590000000000000000e+02	3.777647766319204569e+08	3.777648046506870985e+08	3.777647766388298869e+08	-6.909430027008056641e-03
2.600000000000000000e+02	3.765082718537035584e+08	3.765083000837963820e+08	3.765082718522261381e+08	1.477420330047607422e-03
2.610000000000000000e+02	3.756437335731925964e+08	3.756437596971653700e+08	3.756437335754575729e+08	-2.264976501464843750e-03
2.620000000000000000e+02	3.753523061542602777e+08	3.753523281880769134e+08	3.753523061497980356e+08	4.462242126464843750e-03
2.630000000000000000e+02	3.757378309453589916e+08	3.757378476030161977e+08	3.757378309427429438e+08	2.616047859191894531e-03
2.640000000000000000e+02	3.768025662267782092e+08	3.768025770926530361e+08	3.768025662322742939e+08	-5.496084690093994141e-03
2.650000000000000000e+02	3.784429653925094604e+08	3.784429709210277796e+08	3.784429653927971125e+08	-2.876520156860351562e-04
2.660000000000000000e+02	3.804665440685296655e+08	3.804665454576293826e+08	3.804665440627027154e+08	5.826950073242187500e-03
2.670000000000000000e+02	3.826251387286351919e+08	3.826251376314715147e+08	3.826251387259545922e+08	2.680599689483642578e-03
2.680000000000000000e+02	3.846562512579075098e+08	3.846562494229655862e+08	3.846562512581532598e+08	-2.457499504089355469e-04
2.690000000000000000e+02	3.863237363754238486e+08	3.863237353368771076e+08	3.863237363812830448e+08	-5.859196186065673828e-03
2.700000000000000000e+02	3.874510804932969809e+08	3.874510813049195409e+08	3.874510804941734672e+08	-8.764863014221191406e-04
2.710000000000000000e+02	3.879433457569070458e+08	3.879433488705755472e+08	3.879433457543225288e+08	2.584517002105712891e-03
2.720000000000000000e+02	3.877962348477217555e+08	3.877962400748327971e+08	3.877962348488281965e+08	-1.106441020965576172e-03
2.730000000000000000e+02	3.870922410069482327e+08	3.870922475849654675e+08	3.870922410099782944e+08	-3.030061721801757812e-03
2.740000000000000000e+02	3.859847643641613722e+08	3.859847711426035166e+08	3.859847643625557423e+08	1.605629920959472656e-03
2.750000000000000000e+02	3.846719661738819480e+08	3.846719718829016685e+08	3.846719661667991281e+08	7.082819938659667969e-03
2.760000000000000000e+02	3.833634348741804957e+08	3.833634384302588105e+08	3.833634348773149252e+08	-3.134429454803466797e-03
2.770000000000000000e+02	3.822444460523690581e+08	3.822444467821639180e+08	3.822444460438683033e+08	8.500754833221435547e-03
2.780000000000000000e+02	3.814441217125980854e+08	3.814441196325075030e+08	3.814441217117858529e+08	8.122324943542480469e-04
2.790000000000000000e+02	3.810141489078424573e+08	3.810141447273080349e+08	3.810141489055733681e+08	2.269089221954345703e-03
2.800000000000000000e+02	3.809231060631379485e+08	3.809231011407648325e+08	3.809231060567368269e+08	6.401121616363525391e-03
2.810000000000000000e+02	3.810679541613628268e+08	3.810679502969856262e+08	3.810679541641923785e+08	-2.829551696777343750e-03
2.820000000000000000e+02	3.813000317383697629e+08	3.813000308250491023e+08	3.813000317421126962e+08	-3.742933273315429688e-03
2.830000000000000000e+02	3.814595572678043246e+08	3.814595609745745659e+08	3.814595572651739717e+08	2.630352973937988281e-03
2.840000000000000000e+02	3.814112565875367522e+08	3.814112660583090186e+08	3.814112565787433386e+08	8.793413639068603516e-03
2.850000000000000000e+02	3.810742897149852514e+08	3.810743053475096226e+08	3.810742897127354741e+08	2.249777317047119141e-03
2.860000000000000000e+02	3.804413657672071457e+08	3.804413870707813501e+08	3.804413657660608292e+08	1.146316528320312500e-03
2.870000000000000000e+02	3.795839601867457032e+08	3.795839858253452778e+08	3.795839601851304173e+08	1.615285873413085938e-03
2.880000000000000000e+02	3.786425078634822369e+08	3.786425358147673607e+08	3.786425078638584018e+08	-3.761649131774902344e-04
2.890000000000000000e+02	3.778024714411920309e+08	3.778024992594904304e+08	3.778024714281511307e+08	1.304090023040771484e-02
2.900000000000000000e+02	3.772595623526870012e+08	3.772595876019694805e+08	3.772595623497840166e+08	2.902984619140625000e-03
2.910000000000000000e+02	3.771800489822971821e+08	3.771800695652273297e+08	3.771800489754392505e+08	6.857931613922119141e-03
2.920000000000000000e+02	3.776642506896553636e+08	3.776642652568824291e+08	3.776642506831247211e+08	6.530642509460449219e-03
2.930000000000000000e+02	3.787217260014002323e+08	3.787217341486678720e+08	3.787217259953168035e+08	6.083428859710693359e-03
2.940000000000000000e+02	3.802643911041715145e+08	3.802643934235727191e+08	3.802643911121114492e+08	-7.939934730529785156e-03
2.950000000000000000e+02	3.821192183664497137e+08	3.821192162423951626e+08	3.821192183671221733e+08	-6.724596023559570312e-04
2.960000000000000000e+02	3.840570309149311781e+08	3.840570262848635316e+08	3.840570309124799967e+08	2.451181411743164062e-03
2.970000000000000000e+02	3.858303499127315879e+08	3.858303448658431172e+08	3.858303499046211243e+08	8.110463619232177734e-03
2.980000000000000000e+02	3.872123606884394288e+08	3.872123571272825003e+08	3.872123606892117262e+08	-7.722973823547363281e-04
2.990000000000000000e+02	3.880304303027884960e+08	3.880304296028938293e+08	3.880304302989959121e+08	3.792583942413330078e-03
3.000000000000000000e+02	3.881899394528312087e+08	3.881899423208817840e+08	3.881899394528760910e+08	-4.488229751586914062e-05
3.010000000000000000e+02	3.876863109028593898e+08	3.876863172734948993e+08	3.876863109046376348e+08	-1.778244972229003906e-03
3.020000000000000000e+02	3.866045233154491782e+08	3.866045324124860168e+08	3.866045233141334057e+08	1.315772533416748047e-03
3.030000000000000000e+02	3.851062679273694754e+08	3.851062784469771385e+08	3.851062679280481339e+08	-6.786584854125976562e-04
3.040000000000000000e+02	3.834057639558376074e+08	3.834057743181329966e+08	3.834057639569853544e+08	-1.147747039794921875e-03
3.050000000000000000e+02	3.817366046653506160e+08	3.817366133510938287e+08	3.817366046662007570e+08	-8.501410484313964844e-04
3.060000000000000000e+02	3.803139840404865742e+08	3.803139899264973402e+08	3.803139840416633487e+08	-1.176774501800537109e-03
3.070000000000000000e+02	3.792987353758681417e+08	3.792987380042664409e+08	3.792987353778274655e+08	-1.959323883056640625e-03
3.080000000000000000e+02	3.787706891710008383e+08	3.787706888823884726e+08	3.787706891669272184e+08	4.073619842529296875e-03
3.090000000000000000e+02	3.787177918227673769e+08	3.787177897440144420e+08	3.787177918175749779e+08	5.192399024963378906e-03
3.100000000000000000e+02	3.790439430960154533e+08	3.790439409293393493e+08	3.790439430964155197e+08	-4.000663757324218750e-04
3.110000000000000000e+02	3.795936952654995322e+08	3.795936949471850395e+08	3.795936952643273473e+08	1.172184944152832031e-03
3.120000000000000000e+02	3.801877486711110473e+08	3.801877520132153034e+08	3.801877486669817567e+08	4.129290580749511719e-03
3.130000000000000000e+02	3.806611322852116227e+08	3.806611406276984215e+08	3.806611322888945937e+08	-3.682971000671386719e-03
3.140000000000000000e+02	3.808963527694138288e+08	3.808963666802974939e+08	3.808963527726421356e+08	-3.228306770324707031e-03
3.150000000000000000e+02	3.808457830989618897e+08	3.808458022597712278e+08	3.808457831022635102e+08	-3.301620483398437500e-03
3.160000000000000000e+02	3.805400198496215343e+08	3.805400430455822349e+08	3.805400198478472233e+08	1.774311065673828125e-03
3.170000000000000000e+02	3.800812074517673254e+08	3.800812327414214015e+08	3.800812074487475753e+08	3.019750118255615234e-03
3.180000000000000000e+02	3.796223799109302759e+08	3.796224049154014587e+08	3.796223799184994698e+08	-7.569193840026855469e-03
3.190000000000000000e+02	3.793359745971848369e+08	3.793359968411101699e+08	3.793359745883425474e+08	8.842289447784423828e-03
3.200000000000000000e+02	3.793768939315757155e+08	3.793769113598623276e+08	3.793768939351201653e+08	-3.544449806213378906e-03
3.210000000000000000e+02	3.798473377788299918e+08	3.798473490250915289e+08	3.798473377737176418e+08	5.112349987030029297e-03
3.220000000000000000e+02	3.807711346582787633e+08	3.807711393735581636e+08	3.807711346590239406e+08	-7.451772689819335938e-04
3.230000000000000000e+02	3.820836453290051818e+08	3.820836441777675748e+08	3.820836453257528543e+08	3.252327442169189453e-03
3.240000000000000000e+02	3.836395963951122761e+08	3.836395909531271458e+08	3.836395963930053711e+08	2.106904983520507812e-03
3.250000000000000000e+02	3.852367051285393834e+08	3.852366975763681531e+08	3.852367051410287023e+08	-1.248931884765625000e-02
3.260000000000000000e+02	3.866494405795308352e+08	3.866494332690457106e+08	3.866494405816954970e+08	-2.164661884307861328e-03
3.270000000000000000e+02	3.876658756307522058e+08	3.876658707639698386e+08	3.876658756335707307e+08	-2.818524837493896484e-03
3.280000000000000000e+02	3.881212535084826350e+08	3.881212527509190440e+08	3.881212535111503601e+08	-2.667725086212158203e-03
3.290000000000000000e+02	3.879236674743802547e+08	3.879236717215965986e+08	3.879236674697125554e+08	4.667699337005615234e-03
3.300000000000000000e+02	3.870690857286937833e+08	3.870690950216825604e+08	3.870690857331976891e+08	-4.503905773162841797e-03
3.310000000000000000e+02	3.856442761378417611e+08	3.856442896370251179e+08	3.856442761460365653e+08	-8.194804191589355469e-03
3.320000000000000000e+02	3.838170460020039678e+08	3.838170621609824300e+08	3.838170460064256191e+08	-4.421651363372802734e-03
3.330000000000000000e+02	3.818140805361101627e+08	3.818140973879159093e+08	3.818140805385538936e+08	-2.443730831146240234e-03
3.340000000000000000e+02	3.798880937434893847e+08	3.798881092633401752e+08	3.798880937532616258e+08	-9.772241115570068359e-03
3.350000000000000000e+02	3.782782438208289146e+08	3.782782562833089232e+08	3.782782438145096898e+08	6.319224834442138672e-03
3.360000000000000000e+02	3.771703749106484652e+08	3.771703833199626803e+08	3.771703749107855558e+08	-1.370906829833984375e-04
3.370000000000000000e+02	3.766654174390441179e+08	3.766654216724996567e+08	3.766654174361143112e+08	2.929806709289550781e-03
3.380000000000000000e+02	3.767637439401001930e+08	3.767637448244383931e+08	3.767637439388594031e+08	1.240789890289306641e-03
3.390000000000000000e+02	3.773697984365176558e+08	3.773697975588948131e+08	3.773697984417084455e+08	-5.190789699554443359e-03
3.400000000000000000e+02	3.783158973718660474e+08	3.783158967307305932e+08	3.783158973761663437e+08	-4.300296306610107422e-03
3.410000000000000000e+02	3.793990166668981314e+08	3.793990182696253657e+08	3.793990166663895845e+08	5.085468292236328125e-04
3.420000000000000000e+02	3.804216937686267495e+08	3.804216992257854939e+08	3.804216937640631795e+08	4.563570022583007812e-03
3.430000000000000000e+02	3.812284493094275594e+08	3.812284595182515979e+08	3.812284493095048070e+08	-7.724761962890625000e-05
3.440000000000000000e+02	3.817314311173025370e+08	3.817314460552954078e+08	3.817314311152315140e+08	2.071022987365722656e-03
3.450000000000000000e+02	3.819218746679545045e+08	3.819218934001733661e+08	3.819218746715244055e+08	-3.569900989532470703e-03
3.460000000000000000e+02	3.818665188470607400e+08	3.818665396354798675e+08	3.818665188488336802e+08	-1.772940158843994141e-03
3.470000000000000000e+02	3.816901468826673627e+08	3.816901674998598695e+08	3.816901468903412223e+08	-7.673859596252441406e-03
3.480000000000000000e+02	3.815472312846259475e+08	3.815472493715880513e+08	3.815472312906063795e+08	-5.980432033538818359e-03
3.490000000000000000e+02	3.815874699492570758e+08	3.815874834670305252e+08	3.815874699515833259e+08	-2.326250076293945312e-03
3.500000000000000000e+02	3.819215806213320494e+08	3.819215882371946573e+08	3.819215806175937653e+08	3.738284111022949219e-03
3.510000000000000000e+02	3.825943670288509727e+08	3.825943684029441476e+08	3.825943670321643353e+08	-3.313362598419189453e-03
3.520000000000000000e+02	3.835710298361396790e+08	3.835710256698223352e+08	3.835710298361060023e+08	3.367662429809570312e-05
3.530000000000000000e+02	3.847398201729772091e+08	3.847398121313501000e+08	3.847398201731151342e+08	-1.379251480102539062e-04
3.540000000000000000e+02	3.859302423787233829e+08	3.859302327916278243e+08	3.859302423851798773e+08	-6.456494331359863281e-03
3.550000000000000000e+02	3.869425338092420697e+08	3.869425252524352074e+08	3.869425338068642616e+08	2.377808094024658203e-03
3.560000000000000000e+02	3.875822610570807457e+08	3.875822559765048027e+08	3.875822610571561456e+08	-7.539987564086914062e-05
3.570000000000000000e+02	3.876938360949860811e+08	3.876938363806247115e+08	3.876938360907185078e+08	4.267573356628417969e-03
3.580000000000000000e+02	3.871879623237042427e+08	3.871879690572685599e+08	3.871879623261533976e+08	-2.449154853820800781e-03
3.590000000000000000e+02	3.860595649255089760e+08	3.860595781819381118e+08	3.860595649276185036e+08	-2.109527587890625000e-03
3.600000000000000000e+02	3.843940190737902522e+08	3.843940379262017608e+08	3.843940190739051104e+08	-1.148581504821777344e-04
3.610000000000000000e+02	3.823603865305426121e+08	3.823604091780613065e+08	3.823603865272634029e+08	3.279209136962890625e-03
3.620000000000000000e+02	3.801912929932656288e+08	3.801913170587338805e+08	3.801912930038967133e+08	-1.063108444213867188e-02
3.630000000000000000e+02	3.781506027922741175e+08	3.781506256508060694e+08	3.781506027821379304e+08	1.013618707656860352e-02
3.640000000000000000e+02	3.764925160904877782e+08	3.764925354544121623e+08	3.764925160953406096e+08	-4.852831363677978516e-03
3.650000000000000000e+02	3.754187702917700410e+08	3.754187845276207328e+08	3.754187702968447208e+08	-5.074679851531982422e-03
3.660000000000000000e+02	3.750429828418485522e+08	3.750429913467823863e+08	3.750429828475373983e+08	-5.688846111297607422e-03
3.670000000000000000e+02	3.753710952441108823e+08	3.753710985206839442e+08	3.753710952411762476e+08	2.934634685516357422e-03
3.680000000000000000e+02	3.763034010044010878e+08	3.763034005483887792e+08	3.763034010038717389e+08	5.293488502502441406e-04
3.690000000000000000e+02	3.776576980672585368e+08	3.776576959848112464e+08	3.776576980634921193e+08	3.766417503356933594e-03
3.700000000000000000e+02	3.792072686291406155e+08	3.792072671978613734e+08	3.792072686202790737e+08	8.861541748046875000e-03
3.710000000000000000e+02	3.807241690648313165e+08	3.807241702853322625e+08	3.807241690694743395e+08	-4.643023014068603516e-03
3.720000000000000000e+02	3.820185119898037910e+08	3.820185171408857703e+08	3.820185119811940789e+08	8.609712123870849609e-03
3.730000000000000000e+02	3.829670010607460737e+08	3.829670105538915396e+08	3.829670010547071099e+08	6.038963794708251953e-03
3.740000000000000000e+02	3.835272281207758784e+08	3.835272413750416636e+08	3.835272281116768718e+08	9.099006652832031250e-03
3.750000000000000000e+02	3.837369785517184138e+08	3.837369941432074308e+08	3.837369785494967699e+08	2.221643924713134766e-03
3.760000000000000000e+02	3.836997563110447526e+08	3.836997722114565372e+08	3.836997563130052090e+08	-1.960456371307373047e-03
3.770000000000000000e+02	3.835592634699857235e+08	3.835592774307428002e+08	3.835592634629564881e+08	7.029235363006591797e-03
3.780000000000000000e+02	3.834670264417985082e+08	3.834670364820512533e+08	3.834670264532684088e+08	-1.146990060806274414e-02
3.790000000000000000e+02	3.835487455983780622e+08	3.835487503238940835e+08	3.835487456021045446e+08	-3.726482391357421875e-03
3.800000000000000000e+02	3.838757617431927919e+08	3.838757607465354800e+08	3.838757617536896467e+08	-1.049685478210449219e-02
3.810000000000000000e+02	3.844475768624776602e+08	3.844475707747436762e+08	3.844475768567060828e+08	5.771577358245849609e-03
3.820000000000000000e+02	3.851892615020890832e+08	3.851892520014169216e+08	3.851892615040287971e+08	-1.939713954925537109e-03
3.830000000000000000e+02	3.859642466541472673e+08	3.859642361224415898e+08	3.859642466562730074e+08	-2.125740051269531250e-03
3.840000000000000000e+02	3.865995503489480615e+08	3.865995415127839446e+08	3.865995503485730290e+08	3.750324249267578125e-04
3.850000000000000000e+02	3.869181242738792300e+08	3.869181197591846585e+08	3.869181242757788301e+08	-1.899600028991699219e-03
3.860000000000000000e+02	3.867722810217153430e+08	3.867722829131111503e+08	3.867722810215226412e+08	1.927018165588378906e-04
3.870000000000000000e+02	3.860728061854314804e+08	3.860728156921521425e+08	3.860728061750061512e+08	1.042532920837402344e-02
3.880000000000000000e+02	3.848096256567747593e+08	3.848096429340600967e+08	3.848096256583445072e+08	-1.569747924804687500e-03
3.890000000000000000e+02	3.830611293309373260e+08	3.830611533634318709e+08	3.830611293394283056e+08	-8.490979671478271484e-03
3.900000000000000000e+02	3.809902403528071046e+08	3.809902690831168890e+08	3.809902403538654447e+08	-1.058340072631835938e-03
3.910000000000000000e+02	3.788263534329797029e+08	3.788263840690781474e+08	3.788263534284886122e+08	4.491090774536132812e-03
3.920000000000000000e+02	3.768339037964876294e+08	3.768339332325848937e+08	3.768339037935822606e+08	2.905368804931640625e-03
3.930000000000000000e+02	3.752709703285390735e+08	3.752709956666424274e+08	3.752709703362581730e+08	-7.719099521636962891e-03
3.940000000000000000e+02	3.743446653860725760e+08	3.743446844265968800e+08	3.743446653844448328e+08	1.627743244171142578e-03
3.950000000000000000e+02	3.741728071416761875e+08	3.741728188396619558e+08	3.741728071397576928e+08	1.918494701385498047e-03
3.960000000000000000e+02	3.747616090937097073e+08	3.747616136941217184e+08	3.747616090955936313e+08	-1.883924007415771484e-03
3.970000000000000000e+02	3.760056827133570910e+08	3.760056816361040473e+08	3.760056827105608582e+08	2.796232700347900391e-03
3.980000000000000000e+02	3.777103990790914297e+08	3.777103945943952799e+08	3.777103990778767467e+08	1.214683055877685547e-03
3.990000000000000000e+02	3.796303424626028538e+08	3.796303371727559566e+08	3.796303424647904038e+08	-2.187550067901611328e-03
4.000000000000000000e+02	3.815140127318484783e+08	3.815140090401535034e+08	3.815140127275956869e+08	4.252791404724121094e-03
4.010000000000000000e+02	3.831450596026256084e+08	3.831450592982889414e+08	3.831450595972813964e+08	5.344212055206298828e-03
4.020000000000000000e+02	3.843730586090776920e+08	3.843730625630651116e+08	3.843730586096457839e+08	-5.680918693542480469e-04
4.030000000000000000e+02	3.851302744730315208e+08	3.851302825167640448e+08	3.851302744748219252e+08	-1.790404319763183594e-03
4.040000000000000000e+02	3.854336671336715221e+08	3.854336781499351859e+08	3.854336671343731880e+08	-7.016658782958984375e-04
4.050000000000000000e+02	3.853732557779117227e+08	3.853732679396714568e+08	3.853732557735766172e+08	4.335105419158935547e-03
4.060000000000000000e+02	3.850892335870723724e+08	3.850892447505302429e+08	3.850892335935363173e+08	-6.463944911956787109e-03
4.070000000000000000e+02	3.847414115556610823e+08	3.847414196536052227e+08	3.847414115583445430e+08	-2.683460712432861328e-03
4.080000000000000000e+02	3.844758333187816739e+08	3.844758368527065516e+08	3.844758333250941038e+08	-6.312429904937744141e-03
4.090000000000000000e+02	3.843944195632461309e+08	3.843944179156251550e+08	3.843944195644427538e+08	-1.196622848510742188e-03
4.100000000000000000e+02	3.845335950749400258e+08	3.845335887261284590e+08	3.845335950781158805e+08	-3.175854682922363281e-03
4.110000000000000000e+02	3.848564618320357203e+08	3.848564523029004335e+08	3.848564618275436163e+08	4.492104053497314453e-03
4.120000000000000000e+02	3.852602606419612169e+08	3.852602502957842350e+08	3.852602606368542314e+08	5.106985569000244141e-03
4.130000000000000000e+02	3.855974446645972729e+08	3.855974362887902260e+08	3.855974446538349986e+08	1.076227426528930664e-02
4.140000000000000000e+02	3.857058559933887124e+08	3.857058523575137854e+08	3.857058559877250791e+08	5.663633346557617188e-03
4.150000000000000000e+02	3.854420910998243093e+08	3.854420944627492428e+08	3.854420910997856259e+08	3.868341445922851562e-05
4.160000000000000000e+02	3.847122236210696101e+08	3.847122353469024301e+08	3.847122236249479055e+08	-3.878295421600341797e-03
4.170000000000000000e+02	3.834950616687209606e+08	3.834950819564976096e+08	3.834950616662452817e+08	2.475678920745849609e-03
4.180000000000000000e+02	3.818543687985429764e+08	3.818543966041822433e+08	3.818543687921926379e+08	6.350338459014892578e-03
4.190000000000000000e+02	3.799376320660174489e+08	3.799376651879503727e+08	3.799376320684254766e+08	-2.408027648925781250e-03
4.200000000000000000e+02	3.779601738038002849e+08	3.779602091348717213e+08	3.779601738065806627e+08	-2.780377864837646484e-03
4.210000000000000000e+02	3.761751701582040191e+08	3.761752041701198816e+08	3.761751701569395065e+08	1.264512538909912109e-03
4.220000000000000000e+02	3.748328633432868719e+08	3.748328926652339101e+08	3.748328633383919001e+08	4.894971847534179688e-03
4.230000000000000000e+02	3.741356843588426113e+08	3.741357063748837709e+08	3.741356843606368899e+08	-1.794278621673583984e-03
4.240000000000000000e+02	3.741988711216654778e+08	3.741988844212017059e+08	3.741988711276808977e+08	-6.015419960021972656e-03
4.250000000000000000e+02	3.750265686058274508e+08	3.750265732105419040e+08	3.750265685965759158e+08	9.251534938812255859e-03
4.260000000000000000e+02	3.765100981258561611e+08	3.765100954805706739e+08	3.765100981290024519e+08	-3.146290779113769531e-03
4.270000000000000000e+02	3.784488668621348739e+08	3.784488593912896514e+08	3.784488668612263203e+08	9.085536003112792969e-04
4.280000000000000000e+02	3.805879820419661403e+08	3.805879726759873629e+08	3.805879820330749154e+08	8.891224861145019531e-03
4.290000000000000000e+02	3.826628971511539817e+08	3.826628887545484900e+08	3.826628971465631127e+08	4.590868949890136719e-03
4.300000000000000000e+02	3.844413984208207726e+08	3.844413932611131668e+08	3.844413984202438593e+08	5.769133567810058594e-04
4.310000000000000000e+02	3.857558845460866690e+08	3.857558839612653255e+08	3.857558845541673899e+08	-8.080720901489257812e-03
4.320000000000000000e+02	3.865222874076953530e+08	3.865222916049907207e+08	3.865222873936290145e+08	1.406633853912353516e-02
4.330000000000000000e+02	3.867447325080205798e+08	3.867447407088398337e+08	3.867447325168003440e+08	-8.779764175415039062e-03
4.340000000000000000e+02	3.865067764415552020e+08	3.865067869396284223e+08	3.865067764398790598e+08	1.676142215728759766e-03
4.350000000000000000e+02	3.859511466088101864e+08	3.859511572433011532e+08	3.859511466006077528e+08	8.202433586120605469e-03
4.360000000000000000e+02	3.852509096196798682e+08	3.852509181898149252e+08	3.852509096098195314e+08	9.860336780548095703e-03
4.370000000000000000e+02	3.845762062105185986e+08	3.845762109549199343e+08	3.845762062123094797e+08	-1.790881156921386719e-03
4.380000000000000000e+02	3.840619328740526438e+08	3.840619328429054022e+08	3.840619328760901093e+08	-2.037465572357177734e-03
4.390000000000000000e+02	3.837823837944536209e+08	3.837823791369726658e+08	3.837823837952252626e+08	-7.716417312622070312e-04
4.400000000000000000e+02	3.837381618606078029e+08	3.837381538571696281e+08	3.837381618607023954e+08	-9.459257125854492188e-05
4.410000000000000000e+02	3.838583452389136553e+08	3.838583361270917058e+08	3.838583452543196678e+08	-1.540601253509521484e-02
4.420000000000000000e+02	3.840174981710463762e+08	3.840174907071647644e+08	3.840174981714572310e+08	-4.108548164367675781e-04
4.430000000000000000e+02	3.840638055943925977e+08	3.840638026562097073e+08	3.840638055953891873e+08	-9.965896606445312500e-04
4.440000000000000000e+02	3.838525022761248946e+08	3.838525062909573913e+08	3.838525022776519656e+08	-1.527070999145507812e-03
4.450000000000000000e+02	3.832782761058995128e+08	3.832782886146438122e+08	3.832782761026061177e+08	3.293395042419433594e-03
4.460000000000000000e+02	3.823010996167503595e+08	3.823011209815829396e+08	3.823010996217315793e+08	-4.981219768524169922e-03
4.470000000000000000e+02	3.809612816859909296e+08	3.809613109027587771e+08	3.809612816826910973e+08	3.299832344055175781e-03
4.480000000000000000e+02	3.793809358964421749e+08	3.793809707108649015e+08	3.793809358890494704e+08	7.392704486846923828e-03
4.490000000000000000e+02	3.777505203475608826e+08	3.777505575135667920e+08	3.777505203383216262e+08	9.239256381988525391e-03
4.500000000000000000e+02	3.763009924919365048e+08	3.763010282683843970e+08	3.763009924999872446e+08	-8.050739765167236328e-03
4.510000000000000000e+02	3.752648108842476606e+08	3.752648415977446437e+08	3.752648108939472437e+08	-9.699583053588867188e-03
4.520000000000000000e+02	3.748322995160639882e+08	3.748323222476409674e+08	3.748322995212451220e+08	-5.181133747100830078e-03
4.530000000000000000e+02	3.751126360798510313e+08	3.751126491884247661e+08	3.751126360786672831e+08	1.183748245239257812e-03
4.540000000000000000e+02	3.761091858094449639e+08	3.761091892133525014e+08	3.761091858044543266e+08	4.990637302398681641e-03
4.550000000000000000e+02	3.777159052295157909e+08	3.777159003705576658e+08	3.777159052308347821e+08	-1.318991184234619141e-03
4.560000000000000000e+02	3.797357381812635660e+08	3.797357276518324018e+08	3.797357381756720543e+08	5.591511726379394531e-03
4.570000000000000000e+02	3.819157975891367197e+08	3.819157846423122287e+08	3.819157975961996913e+08	-7.062971591949462891e-03
4.580000000000000000e+02	3.839903654887955189e+08	3.839903533544179797e+08	3.839903654903635979e+08	-1.568078994750976562e-03
4.590000000000000000e+02	3.857224494208088517e+08	3.857224408082404733e+08	3.857224494183207750e+08	2.488076686859130859e-03
